codigo,descricao,categoria,valor_rend_tna_2023,valor_rend_tna_2024,atividade_de_divulgacao_scn_2010,classe_cnae_2_0_4_digitos,consumo_final_contas_nacionais,consumo_intermediaro,2024_0_1,2024_0_2,2024_0_3,ano,valor
255,PSICÓLOGO,Profissionais de saúde,3319864245.1356955,3903173741.432418,8692,8650,0.8767171182309692,0.1232828817690308,221298964.37466517,481194506.8889983,221298964.37466517,2023,409282431.2222966
256,GEÓGRAFO,,1098925.3635390948,1378033.9413113708,,,0.5,0.5,7134.861302125151,689016.9706556854,7134.861302125151,2023,549462.6817695474
257,HISTORIADOR,,1023135.5649558903,869843.7205488257,,,0.5,0.5,28121.289190689353,434921.86027441284,28121.289190689353,2023,511567.78247794515
258,ASSISTENTE SOCIAL E ECONOMISTA DOMÉSTICO,"LC 214/2025, art 127",10077474.398376808,12252606.57841851,8692,8800,0.8767171182309692,0.1232828817690308,366557.25086124055,1510536.648169618,366557.25086124055,2023,1242380.0847855227
259,FILÓSOFO,,881599.7996859183,1004552.3198258939,,,0.5,0.5,59743.95939366148,502276.1599129469,59743.95939366148,2023,440799.89984295913
261,JORNALISTA E REPÓRTER,"LC 214/2025, art 139",28957080.653556205,31392859.318679143,5800,5812,0.4295501470312207,0.5704498529687794,1878471.1213290982,17908051.98261009,1878471.1213290982,2023,16518562.401226223
263,SACERDOTE OU MEMBRO DE ORDENS OU SEITAS RELIGIOSAS,,116784334.745779,120027504.91901872,,,0.5,0.5,5275200.452157107,60013752.45950936,5275200.452157107,2023,58392167.3728895
264,"TRADUTOR, INTÉRPRETE, FILÓLOGO",,22618479.2848887,26490686.77407718,,,0.5,0.5,1369186.1922761577,13245343.38703859,1369186.1922761577,2023,11309239.64244435
265,"BIBLIOTECÁRIO, DOCUMENTALISTA, ARQUIVÓLOGO, MUSEÓLOGO","LC 214/2025, art 127",1922206.1435069751,2521461.6644523437,9080,9102,0.8928112494033851,0.10718875059661492,69103.70905373462,270272.3254899078,69103.70905373462,2023,206038.87491165014
266,"ESCRITOR, CRÍTICO, REDATOR","LC 214/2025, art 139",6014983.219786626,6609275.14821918,5800,5811,0.4295501470312207,0.5704498529687794,256517.21712629937,3770260.036531839,256517.21712629937,2023,3431246.2933369563
271,"LOCUTOR, COMENTARISTA","LC 214/2025, art 139",2885028.4856954175,2568316.252249184,5980,6021,0.026901987662782727,0.9730980123372173,10543.008516429189,2499223.4401170523,10543.008516429189,2023,2807415.4849664625
272,"ATOR, DIRETOR DE ESPETÁCULOS","LC 214/2025, art 139",8110927.624994149,7340086.915557273,9080,9001,0.8928112494033851,0.10718875059661492,82640.9857928858,786774.745749145,82640.9857928858,2023,869400.1983026922
273,CANTOR E COMPOSITOR,"LC 214/2025, art 139",19504308.65563918,17918658.483059365,5980,5920,0.026901987662782727,0.9730980123372173,314325.82481525256,17436610.953614485,314325.82481525256,2023,18979603.984814066
274,"MÚSICO, ARRANJADOR, REGENTE DE ORQUESTRA OU CORAL","LC 214/2025, art 139",39933115.65373956,42297022.33521021,5980,5920,0.026901987662782727,0.9730980123372173,1034544.6126394783,41159148.36217594,1034544.6126394783,2023,38858835.46908618
275,"DESENHISTA INDUSTRIAL (DESIGNER), ESCULTOR, PINTOR ARTÍSTICO E AFINS","LC 214/2025, art 139",51307227.76230675,58431192.723484956,9080,9002,0.8928112494033851,0.10718875059661492,1115677.4683550238,6263166.54390037,1115677.4683550238,2023,5499557.640417615
276,"CENÓGRAFO, DECORADOR DE INTERIORES","LC 214/2025, art 139",9886372.039341368,8972150.009679666,9080,9002,0.8928112494033851,0.10718875059661492,631559.6516746727,961713.5497029698,631559.6516746727,2023,1059707.8668303092
277,EMPRESÁRIO E PRODUTOR DE ESPETÁCULOS,"LC 214/2025, art 139",22324021.43947335,23036905.852229536,9080,9002,0.8928112494033851,0.10718875059661492,820988.3917063671,2469297.1559123304,820988.3917063671,2023,2392883.966389193
279,OUTROS PROFISSIONAIS DO ESPETÁCULO E DAS ARTES,"LC 214/2025, art 139",31591950.994432166,30411177.952436384,9080,9002,0.8928112494033851,0.10718875059661492,697309.8424944363,3259736.168892978,697309.8424944363,2023,3386301.75600267
290,PROFESSOR NA EDUCAÇÃO INFANTIL,"LC 214/2025, art 129",51861092.82004738,55933691.58269337,8592,8513,0.8621415167655477,0.13785848323445227,1078056.4592710794,7710933.883293757,1078056.4592710794,2023,7149491.595052875
291,PROFESSOR DO ENSINO FUNDAMENTAL,"LC 214/2025, art 129",77379816.82448356,82164716.20860037,8592,8513,0.8621415167655477,0.13785848323445227,2936342.1864893096,11327103.151906863,2936342.1864893096,2023,10667464.180383055
292,PROFESSOR DO ENSINO MÉDIO,"LC 214/2025, art 129",56979989.82505259,56832636.81760959,8592,8520,0.8621415167655477,0.13785848323445227,2356179.5046983818,7834861.109890147,2356179.5046983818,2023,7855174.971996273
293,PROFESSOR DO ENSINO PROFISSIONAL,"LC 214/2025, art 129",22504076.197492,23324937.07698868,8592,8541,0.8621415167655477,0.13785848323445227,1022313.6598242915,3215540.446972698,1022313.6598242915,2023,3102377.811178787
294,PROFESSOR DO ENSINO SUPERIOR,"LC 214/2025, art 129",165507660.60832283,171677267.55599913,8592,8531,0.8621415167655477,0.13785848323445227,19178808.509330045,23667167.711105283,19178808.509330045,2023,22816635.05514589
295,INSTRUTOR E PROFESSOR DE ESCOLAS LIVRES,"LC 214/2025, art 129",164771235.93625253,173731734.13353977,8592,8599,0.8621415167655477,0.13785848323445227,5610155.8485473655,23950393.35734091,5610155.8485473655,2023,22715112.66683785
296,"PEDAGOGO, ORIENTADOR EDUCACIONAL","LC 214/2025, art 129",63866334.01960727,69633429.04718468,8592,8599,0.8621415167655477,0.13785848323445227,2654987.9171142383,9599558.91085873,2654987.9171142383,2023,8804515.937687958
311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,"LC 214/2025, art 127",3007408.2682002718,3828743.507690933,7380,7490,0.01736158728243161,0.9826384127175684,44733.48049888261,3762270.4431001134,44733.48049888261,2023,2955194.887058006
312,"TÉCNICO EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRA-ESTRUTURA","LC 214/2025, art 127",44472724.67679271,48281359.7448232,7180,7112,0.41733223453661844,0.5826677654633816,986130.2076433245,28131991.9960498,986130.2076433245,2023,25912823.111495
313,TÉCNICO EM ELETRO-ELETRÔNICA E FOTÔNICA,"LC 214/2025, art 127",23043369.71608196,25069321.562105443,7380,7490,0.01736158728243161,0.9826384127175684,381274.8804260483,24634078.347693603,381274.8804260483,2023,22643300.24147486
314,TÉCNICO EM METALMECÂNICA,"LC 214/2025, art 127",6405359.938225722,8828138.005881362,7380,7490,0.01736158728243161,0.9826384127175684,486190.84800256096,8674867.5173509,486190.84800256096,2023,6294152.722582825
316,TÉCNICO EM MINERALOGIA E GEOLOGIA,"LC 214/2025, art 127",1609091.8450870477,1237019.1834265802,7380,7490,0.01736158728243161,0.9826384127175684,29687.01693731965,1215542.5669034773,29687.01693731965,2023,1581155.4565731199
317,TÉCNICO EM INFORMÁTICA,"LC 214/2025, art 127",46952193.32050119,51078084.3531552,6280,6204,0.4850664403345332,0.5149335596654667,534059.1867613498,26301819.796863187,534059.1867613498,2023,24177260.040626828
318,DESENHISTA TÉCNICO E MODELISTA,"LC 214/2025, art 127",7437151.590508368,7634687.12609771,7380,7490,0.01736158728243161,0.9826384127175684,58247.66784748083,7502136.839183907,58247.66784748083,2023,7308030.834037081
319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","LC 214/2025, art 127",30752838.19400357,34426580.3677999,7380,7490,0.01736158728243161,0.9826384127175684,1094684.2506686917,33828880.287908696,1094684.2506686917,2023,30218920.10951588
320,TÉCNICO EM BIOLOGIA,"LC 214/2025, art 127",791449.8865311154,331182.1054382273,7380,7490,0.01736158728243161,0.9826384127175684,6393.181162938208,325432.258408282,6393.181162938208,2023,777709.0602464348
321,TÉCNICO DA PRODUÇÃO AGROPECUÁRIA,"LC 214/2025, art 127",7942176.594734537,7021915.178600337,7380,7490,0.01736158728243161,0.9826384127175684,139013.68473220267,6900003.585337236,139013.68473220267,2023,7804287.802572568
322,TÉCNICO DA CIÊNCIA DA SAÚDE HUMANA,Profissionais de saúde,91364285.40645266,94444296.61933938,8692,8660,0.8767171182309692,0.1232828817690308,4365271.728714225,11643365.053881291,4365271.728714225,2023,11263652.395675689
323,TÉCNICO DA CIÊNCIA DA SAÚDE ANIMAL,"LC 214/2025, art 127",2819960.5451832614,3046021.7777197245,7380,7490,0.01736158728243161,0.9826384127175684,26439.31608489402,2993138.004761656,26439.31608489402,2023,2771001.5540450485
324,"TÉCNICO DE LABORATÓRIO, RAIOS-X E OUTROS EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO",Profissionais de saúde,28505938.213532034,28426074.091016166,8692,8640,0.8767171182309692,0.1232828817690308,2369038.9225690365,3504448.3313204553,2369038.9225690365,2023,3514294.2104941667
325,TÉCNICO DE BIOQUÍMICA E DA BIOTECNOLOGIA,"LC 214/2025, art 127",1448374.2593057228,1383745.72619943,7380,7490,0.01736158728243161,0.9826384127175684,58251.87783053802,1359721.7039973268,58251.87783053802,2023,1423228.1831851592
328,"TÉCNICO DE CONSERVAÇÃO, DISSECAÇÃO E EMPALHAMENTO DE CORPOS",Profissionais de saúde,254805.08819869807,354580.6283917736,8692,8690,0.8767171182309692,0.1232828817690308,18696.39644390387,43713.72168761167,18696.39644390387,2023,31413.105562547556
341,"TÉCNICO EM NAVEGAÇÃO AÉREA, MARÍTIMA, FLUVIAL E METROFERROVIÁRIA",,2380186.2191246427,2114979.293697419,,,0.5,0.5,201213.20761576926,1057489.6468487096,201213.20761576926,2023,1190093.1095623213
342,TÉCNICO EM TRANSPORTES (LOGÍSTICA),"LC 214/2025, art 127",23914168.231996544,29211155.70286287,7380,7490,0.01736158728243161,0.9826384127175684,1072568.2518878141,28704003.673506916,1072568.2518878141,2023,23498980.31294998
351,TÉCNICO DAS CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS,"LC 214/2025, art 127",135283340.9162122,137686464.2561794,6980,6911,0.07745463951812571,0.9225453604818743,24045170.00588472,127022008.80069172,24045170.00588472,2023,124805018.51273929
352,"TÉCNICO DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA","LC 214/2025, art 127",7977852.901989725,9367661.329354938,7380,7490,0.01736158728243161,0.9826384127175684,243059.62313393853,9205023.859553082,243059.62313393853,2023,7839344.71250543
353,"AGENTE DE BOLSA DE VALORES, CÂMBIO E OUTROS SERVIÇOS FINANCEIROS",,10205574.938912839,10057287.524931172,,,0.5,0.5,1160754.4370332442,5028643.762465586,1160754.4370332442,2023,5102787.469456419
354,"AGENTE E REPRESENTANTE COMERCIAL, CORRETOR, LEILOEIRO E AFINS",,1183085463.5761056,1357161410.7849555,,,0.5,0.5,282192470.0274194,678580705.3924778,282192470.0274194,2023,591542731.7880528
355,CORRETOR E ADMINSTRADOR DE IMÓVEIS,,75980073.37978359,93139271.68965013,,,0.5,0.5,3082202.1989768716,46569635.84482507,3082202.1989768716,2023,37990036.68989179
371,TÉCNICO DE SERVIÇOS CULTURAIS,"LC 214/2025, art 139",4366580.141489175,3552798.0208568773,9080,9002,0.8928112494033851,0.10718875059661492,10285.678545145527,380819.98097777495,10285.678545145527,2023,468048.2697462147
372,"CINEGRAFISTA, FOTÓGRAFO E OUTROS TÉCNICOS EM OPERAÇÃO DE MÁQUINAS DE TRATAMENTO DE DADOS","LC 214/2025, art 139",28940948.80595565,34110449.58969312,5980,6021,0.026901987662782727,0.9730980123372173,853973.3331238907,33192810.695659224,853973.3331238907,2023,28162379.758228604
373,TÉCNICO EM OPERAÇÃO DE ESTAÇÕES DE RÁDIO E TELEVISÃO,"LC 214/2025, art 139",1584315.9963965192,2118541.1197372396,5980,6021,0.026901987662782727,0.9730980123372173,9856.404460521739,2061548.1526709704,9856.404460521739,2023,1541694.7470075109
374,"TÉCNICO EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO","LC 214/2025, art 139",7765924.35675317,6840831.685315042,5980,6021,0.026901987662782727,0.9730980123372173,244802.80414585982,6656799.715713523,244802.80414585982,2023,7557005.555517692
375,DECORADOR E VITRINISTA,,7712504.530193707,6626395.01334138,,,0.5,0.5,326028.23275672464,3313197.50667069,326028.23275672464,2023,3856252.2650968535
376,"APRESENTADOR, ARTISTAS DE ARTES POPULARES E MODELOS","LC 214/2025, art 139",14529176.12317081,9641334.465207139,5980,6021,0.026901987662782727,0.9730980123372173,220198.02214201307,9381963.404371375,220198.02214201307,2023,14138312.40635487
377,"ATLETA, DESPORTISTA E AFINS",,19234640.215274666,22648824.874959566,,,0.5,0.5,1384194.6996835163,11324412.437479783,1384194.6996835163,2023,9617320.107637333
391,OUTROS TÉCNICOS DE NÍVEL MÉDIO,"LC 214/2025, art 127",323543590.69454026,340347522.1108116,7380,7490,0.01736158728243161,0.9826384127175684,15834602.69234048,334438548.89932543,15834602.69234048,2023,317926360.40502566
410,"BANCÁRIO, ECONOMIÁRIO, ESCRITURÁRIO, SECRETÁRIO, ASSISTENTE E AUXILIAR ADMINISTRATIVO",,520510261.3555318,583120417.9281164,,,0.5,0.5,29760987.158863816,291560208.9640582,29760987.158863816,2023,260255130.6777659
420,"TRABALHADOR DE ATENDIMENTO AO PÚBLICO, CAIXA, DESPACHANTE, RECENSEADOR E AFINS",,219756409.38416517,227260143.05523264,,,0.5,0.5,15999211.336498015,113630071.52761632,15999211.336498015,2023,109878204.69208258
511,"COMISSÁRIO DE BORDO, GUIA DE TURISMO, AGENTE DE VIAGEM E AFINS",,31831069.66944903,34529744.599519655,,,0.5,0.5,1194176.3130564129,17264872.299759828,1194176.3130564129,2023,15915534.834724516
512,TRABALHADOR DOS SERVIÇOS DOMÉSTICOS EM GERAL,,119008821.9645252,129073574.31893483,,,0.5,0.5,138229.33117744906,64536787.159467414,138229.33117744906,2023,59504410.9822626
513,TRABALHADOR DOS SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO,,104378474.75037646,110515855.8558543,,,0.5,0.5,1776039.8708963185,55257927.92792715,1776039.8708963185,2023,52189237.37518823
514,"TRABALHADOR DOS SERVIÇOS DE ADMINISTRAÇÃO, CONSERVAÇÃO E MANUTENÇÃO DE EDIFÍCIOS",,58822590.431837276,68474356.07895051,,,0.5,0.5,1159796.8117239084,34237178.039475255,1159796.8117239084,2023,29411295.215918638
515,TRABALHADOR DOS SERVIÇOS DE SAÚDE,Profissionais de saúde,197863326.15183637,212453586.54676926,8692,8660,0.8767171182309692,0.1232828817690308,9027388.801096207,26191890.391651906,9027388.801096207,2023,24393161.044404022
516,TRABALHADOR DOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS,,586189434.8272638,588881839.6461848,,,0.5,0.5,8890930.209807243,294440919.8230924,8890930.209807243,2023,293094717.4136319
517,TRABALHADOR DOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA (EXCETO MILITAR),,34525879.15820952,39538433.00527917,,,0.5,0.5,434079.00299772515,19769216.502639584,434079.00299772515,2023,17262939.57910476
518,"MOTORISTA E CONDUTOR DO TRANSPORTE DE PASSAGEIROS (MOTORISTA DE TÁXI, ÔNIBUS, PEQUENA EMBARCAÇÃO ETC)",Não contribuinte,1279148098.02806,1309020375.8685443,,,0.5,0.5,25662287.883450333,654510187.9342722,25662287.883450333,2023,639574049.01403
519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,,1851543246.4131222,2056295120.1335223,,,0.5,0.5,41247794.936116554,1028147560.0667611,41247794.936116554,2023,925771623.2065611
529,"VENDEDOR E PRESTADOR DE SERVIÇOS DO COMÉRCIO, AMBULANTE, CAIXEIRO-VIAJANTE E CAMELÔ",,3299021676.85374,3298714328.2482014,,,0.5,0.5,91586245.05261397,1649357164.1241007,91586245.05261397,2023,1649510838.42687
610,PRODUTOR NA EXPLORAÇÃO AGROPECUÁRIA,,472437091.8854024,522154013.5037296,,,0.5,0.5,38148397.38490191,261077006.7518648,38148397.38490191,2023,236218545.9427012
620,TRABALHADOR NA EXPLORAÇÃO AGROPECUÁRIA,,122897012.53965086,180374071.07728046,,,0.5,0.5,22414751.376366463,90187035.53864023,22414751.376366463,2023,61448506.26982543
630,"PESCADOR, CAÇADOR E EXTRATIVISTA FLORESTAL",,16347963.916254664,18675325.03170383,,,0.5,0.5,285761.48642255075,9337662.515851915,285761.48642255075,2023,8173981.958127332
640,OPERADOR DE MÁQUINA AGROPECUÁRIA E FLORESTAL,,27917999.647458997,31633363.743390825,,,0.5,0.5,1510732.2017993978,15816681.871695412,1510732.2017993978,2023,13958999.823729498
710,TRABALHADOR DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,,137837813.80515274,131673772.08705617,,,0.5,0.5,2736659.79683198,65836886.04352809,2736659.79683198,2023,68918906.90257637
720,TRABALHADOR DA TRANSFORMAÇÃO DE METAIS E COMPÓSITOS,,28515566.1695996,31461077.619497634,,,0.5,0.5,374198.75231702975,15730538.809748817,374198.75231702975,2023,14257783.0847998
730,TRABALHADOR DA FABRICAÇÃO E INSTALAÇÃO ELETRO-ELETRÔNICA,,8734043.970327426,10341981.906316547,,,0.5,0.5,52041.76041328704,5170990.953158273,52041.76041328704,2023,4367021.985163713
740,MONTADOR DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,,1358602.1418774638,775662.5763964668,,,0.5,0.5,4506.739585647718,387831.2881982334,4506.739585647718,2023,679301.0709387319
750,"JOALHEIRO, VIDREIRO, CERAMISTA E AFINS",,8535093.675586894,8257696.26691307,,,0.5,0.5,83987.1001615944,4128848.133456535,83987.1001615944,2023,4267546.837793447
760,"TRABALHADOR DAS INDÚSTRIAS TÊXTEIS, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",,71666503.73302618,91705309.6630323,,,0.5,0.5,582552.6826775821,45852654.83151615,582552.6826775821,2023,35833251.86651309
770,TRABALHADOR DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,,33646527.80187357,33856460.92594557,,,0.5,0.5,948025.8091670481,16928230.462972786,948025.8091670481,2023,16823263.900936786
780,"CONDUTOR E OPERADOR DE ROBÔS, VEÍCULOS DE EQUIPAMENTOS DE MOVIMENTAÇÃO DE CARGA E AFINS",,33548607.29712313,29191378.69735481,,,0.5,0.5,1136520.51731362,14595689.348677404,1136520.51731362,2023,16774303.648561565
810,"TRABALHADOR DAS INDÚSTRIAS QUÍMICA, PETROQUÍMICA, BORRACHA E PLÁSTICO E AFINS",,14638410.334306361,15752889.932218835,,,0.5,0.5,177651.39487346116,7876444.966109417,177651.39487346116,2023,7319205.167153181
820,TRABALHADOR DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,,7831677.426868661,8689702.953699917,,,0.5,0.5,82049.54087710749,4344851.476849958,82049.54087710749,2023,3915838.7134343307
830,TRABALHADOR DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,,2158498.967896224,2841490.869764282,,,0.5,0.5,16078.876646201112,1420745.434882141,16078.876646201112,2023,1079249.483948112
840,"TRABALHADOR DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS, FUMO E DE AGROINDÚSTRIAS",,25668787.240739208,29067673.496115115,,,0.5,0.5,506282.73679512745,14533836.748057557,506282.73679512745,2023,12834393.620369604
860,OPERADOR DE INSTALAÇÕES DE PRODUÇÃO E DISTRIBUIÇÃO DE ENERGIA,,5228902.978952655,6909222.116762746,,,0.5,0.5,155340.0523579658,3454611.058381373,155340.0523579658,2023,2614451.4894763273
870,TRABALHADOR DE OUTRAS INSTALAÇÕES AGROINDUSTRIAIS,,6037567.205368052,7518232.776170506,,,0.5,0.5,38637.36490483774,3759116.388085253,38637.36490483774,2023,3018783.602684026
900,TRABALHADOR DE REPARAÇÃO E MANUTENÇÃO,,437918624.5696181,428684144.5463266,,,0.5,0.5,5456877.437323287,214342072.2731633,5456877.437323287,2023,218959312.28480905
,,,-,-,,,0.5,0.5,0.0,,0.0,2023,
,,,75404564263.23,82363429173.45999,,,,,11379884266.331253,45223753280.91837,11379884266.331253,2023,40389316551.33906
0,OUTRAS OCUPAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,,-,-,,,0.5,0.5,0.0,,0.0,2023,0
10,MILITAR DA AERONÁUTICA,,12149248.658796854,12490635.555462537,,,0.5,0.5,2030681.2528310888,6245317.777731269,2030681.2528310888,2023,2232467.919121664
20,MILITAR DO EXÉRCITO,,16598380.217367442,17510304.313843317,,,0.5,0.5,2147569.4427510398,8755152.156921659,2147569.4427510398,2023,2178551.415479477
30,MILITAR DA MARINHA,,7681750.417675814,9456574.974018369,,,0.5,0.5,683459.4500029697,4728287.487009184,683459.4500029697,2023,691740.3743680004
40,POLICIAL MILITAR,,28903734.398222804,25218705.388565216,,,0.5,0.5,3712413.8400277873,12609352.694282608,3712413.8400277873,2023,4142125.724073301
50,BOMBEIRO MILITAR,,22230981.510653447,29497591.674154233,,,0.5,0.5,4526636.554029492,14748795.837077117,4526636.554029492,2023,3849709.5963671
101,"MEMBRO DO PODER EXECUTIVO (PRESIDENTE DA REPÚBLICA, VICE-PRESIDENTE DA REPÚBLICA, MINISTRO DE ESTADO, GOVERNADOR, VICE-GOVERNADOR, PREFEITO, VICE-PREFEITO)",,16850658.38439232,17326334.95865115,,,0.5,0.5,1924768.2719036203,8663167.479325576,1924768.2719036203,2023,2293712.9655514895
102,"MEMBRO DO PODER JUDICIÁRIO (MINISTRO, JUIZ E DESEMBARGADOR) E DE TRIBUNAL DE CONTAS (MINISTRO E CONSELHEIRO)",,49261187.12955007,60731057.06615548,,,0.5,0.5,10462236.368035438,30365528.53307774,10462236.368035438,2023,5212293.717988329
103,"MEMBRO DO PODER LEGISLATIVO (SENADOR, DEPUTADO FEDERAL, DEPUTADO ESTADUAL E VEREADOR)",,9622609.800731514,8589296.81144994,,,0.5,0.5,614573.844621478,4294648.40572497,614573.844621478,2023,974264.2340127128
104,MEMBRO DO MINISTÉRIO PÚBLICO (PROCURADOR E PROMOTOR),,31151268.23611343,40638869.22457584,,,0.5,0.5,5963356.772102028,20319434.61228792,5963356.772102028,2023,4378475.082189418
105,"DIRIGENTE SUPERIOR DA ADMINISTRAÇÃO PÚBLICA (OCUPANTE DE CARGO DE DIREÇÃO, CHEFIA, ASSESSORIA E DE NATUREZA ESPECIAL), INCLUSIVE OS DAS FUNDAÇÕES PÚBLICAS E AUTARQUIAS",,22792949.30382728,23617336.61313259,,,0.5,0.5,974704.009044373,11808668.306566294,974704.009044373,2023,881863.0156436977
106,DIPLOMATA E AFINS,,1499294.3164418137,1152103.5341510905,,,0.5,0.5,4736.228240215554,576051.7670755453,4736.228240215554,2023,11232.198806614942
107,SERVIDOR DAS CARREIRAS DO PODER LEGISLATIVO,,7649611.617924777,13745622.177678717,,,0.5,0.5,1326618.8863780543,6872811.088839359,1326618.8863780543,2023,275833.57576454326
108,SERVIDOR DAS CARREIRAS DO MINISTÉRIO PÚBLICO,,5390861.830358617,11157994.687452413,,,0.5,0.5,641442.8390658787,5578997.343726207,641442.8390658787,2023,475468.23307525733
109,"SERVIDOR DAS CARREIRAS DO PODER JUDICIÁRIO, OFICIAL DE JUSTIÇA, AUXILIAR, ASSISTENTE E ANALISTA JUDICIÁRIO",,176853708.8393569,196567813.84014854,,,0.5,0.5,31823093.800727352,98283906.92007427,31823093.800727352,2023,29510359.154700816
110,"ADVOGADO DO SETOR PÚBLICO, PROCURADOR DA FAZENDA, CONSULTOR JURÍDICO, PROCURADOR DE AUTARQUIAS E FUNDAÇÕES PÚBLICAS, DEFENSOR PÚBLICO",,29048923.758715786,30351549.06511548,,,0.5,0.5,1497409.341049233,15175774.53255774,1497409.341049233,2023,1944995.7282156087
111,SERVIDOR DAS CARREIRAS DE AUDITORIA FISCAL E DE FISCALIZAÇÃO,,18894995.651369005,20715156.24581152,,,0.5,0.5,2321022.961792377,10357578.12290576,2321022.961792377,2023,1975495.0768144203
112,"SERVIDOR DAS CARREIRAS DO BANCO CENTRAL, CVM E SUSEP",,2089454.3562535779,1451870.5686712929,,,0.5,0.5,140701.04349613565,725935.2843356464,140701.04349613565,2023,128698.26231101033
113,"DELEGADO DE POLÍCIA E OUTROS SERVIDORES DAS CARREIRAS DE POLÍCIA, EXCETO MILITAR",,20873038.127225433,28973814.831459887,,,0.5,0.5,2072845.0201706183,14486907.415729944,2072845.0201706183,2023,1156612.6529597405
114,"SERVIDOR DAS CARREIRAS DE GESTÃO GOVERNAMENTAL, ANALISTA, GESTOR E TÉCNICO DE PLANEJAMENTO",,2820991.1277955472,4355704.083088863,,,0.5,0.5,200221.86441340865,2177852.0415444314,200221.86441340865,2023,205199.92381431247
115,SERVIDOR DAS CARREIRAS DE CIÊNCIA E TECNOLOGIA,,2696521.2979932907,2830838.7547373357,,,0.5,0.5,228527.10062640588,1415419.3773686679,228527.10062640588,2023,244636.02209675068
116,"SERVIDOR DAS DEMAIS CARREIRAS DA ADMINISTRAÇÃO PÚBLICA DIRETA, AUTÁRQUICA E FUNDACIONAL",,52958419.97717347,60581906.20813907,,,0.5,0.5,7004671.81811506,30290953.104069535,7004671.81811506,2023,5848022.437808029
117,TITULAR DE CARTÓRIO,TITULAR DE CARTÓRIO,24278582199.870415,28075560143.201035,6980,6912,0.07745463951812571,0.9225453604818743,4794143012.8905,25900977753.03994,4794143012.8905,2023,4248318848.6107416
118,"DIRIGENTE OU ADMINISTRADOR DE PARTIDO POLÍTICO, ORGANIZAÇÃO PATRONAL, SINDICAL, FILANTRÓPICA E RELIGIOSA",,10318376.762559991,12726759.631500315,,,0.5,0.5,227721.57760933315,6363379.815750157,227721.57760933315,2023,261474.025946463
120,"DIRIGENTE, PRESIDENTE E DIRETOR DE EMPRESA INDUSTRIAL, COMERCIAL OU PRESTADORA DE SERVIÇOS",,7956269711.364674,8705801778.79026,,,0.5,0.5,320554136.0656754,4352900889.39513,320554136.0656754,2023,283789156.9754733
121,PRESIDENTE E DIRETOR DE EMPRESA PÚBLICA E SOCIEDADE DE ECONOMIA MISTA,,26331658.13308095,32329790.903111663,,,0.5,0.5,685546.2378308304,16164895.451555831,685546.2378308304,2023,1015938.0708550103
130,"GERENTE OU SUPERVISOR DE EMPRESA INDUSTRIAL, COMERCIAL OU PRESTADORA DE SERVIÇOS",,744511533.7601136,770639965.5500537,,,0.5,0.5,20358469.111492347,385319982.77502686,20358469.111492347,2023,23846797.72090282
131,GERENTE OU SUPERVISOR DE EMPRESA PÚBLICA E SOCIEDADE DE ECONOMIA MISTA,,18105820.70944118,13211119.39385618,,,0.5,0.5,704102.4940911982,6605559.69692809,704102.4940911982,2023,663342.8275735036
140,"PRESIDENTE, DIRETOR, GERENTE E SUPERVISOR DE ORGANISMO INTERNACIONAL E DE ORGANIZAÇÃO NÃO-GOVERNAMENTAL",,34054652.39794776,31508261.73459834,,,0.5,0.5,737954.3716713516,15754130.86729917,737954.3716713516,2023,1187126.0044039914
211,"MATEMÁTICO, ESTATÍSTICO, ATUÁRIO E AFINS","LC 214/2025, art 127",9615026.85153967,8971193.592342619,7380,7490,0.01736158728243161,0.9826384127175684,407869.57510804903,8815439.43176157,407869.57510804903,2023,460725.4059446169
